,label,channels,delivery_method,show_map,user_type,has_logo,org_facebook,sale_duration,sale_duration2,event_created_to_end,num_ticket_type,median_ticket_cost,total_tickets_sold,nan_delivery_method,nan_org_facebook,nan_num_ticket_type,nan_median_ticket_cost,payout_type_CHECK,payout_type_MISSING
2093,0,11,0.0,1,3,1,40.0,57.0,57,57,6.0,61.85,114,False,False,False,False,1,0
2094,0,8,1.0,1,3,1,9.0,169.0,169,170,2.0,212.5,7,False,False,False,False,1,0
2095,0,8,0.0,1,1,0,0.0,70.0,70,72,6.0,235.0,6,False,False,False,False,0,0
2096,0,13,3.0,1,3,1,15.0,1.0,1,1,1.0,15.0,4,False,False,False,False,0,0
2097,0,4,1.0,1,4,1,39.0,160.0,161,164,2.0,22.635,37,False,False,False,False,1,0
2098,0,4,1.0,1,4,1,39.0,125.0,126,129,2.0,22.635,20,False,False,False,False,1,0
2099,0,4,1.0,1,4,1,39.0,83.0,84,87,2.0,22.635,51,False,False,False,False,1,0
2101,0,12,1.0,1,3,1,12.0,48.0,51,52,2.0,15.8,35,False,False,False,False,0,0
2102,0,4,1.0,1,4,1,39.0,160.0,161,163,2.0,22.635,72,False,False,False,False,1,0
2103,0,11,1.0,1,4,1,42.0,89.0,89,91,13.0,115.0,197,False,False,False,False,0,0
2104,0,0,0.0,1,3,1,13.0,2.0,2,2,2.0,0.0,14,False,False,False,False,1,0
2105,0,6,0.0,0,3,1,39.0,40.0,40,40,1.0,0.0,1,False,False,False,False,0,0
2106,0,0,1.0,1,1,1,0.0,54.0,54,54,11.0,37.02,62,False,False,False,False,0,0
2107,0,8,1.0,1,3,1,9.0,69.0,69,71,6.0,28.005,15,False,False,False,False,0,0
2108,0,0,0.0,1,3,1,0.0,8.0,8,8,1.0,25.0,10,False,False,False,False,0,0
2109,0,6,1.0,1,4,1,0.0,25.0,29,29,4.0,44.125,260,False,False,False,False,1,0
2110,0,6,0.0,1,3,1,17.0,13.0,13,13,1.0,15.0,15,False,False,False,False,1,0
2111,0,11,0.0,0,3,1,0.0,49.0,49,49,2.0,6.0,104,False,False,False,False,1,0
2112,0,8,1.0,1,3,1,37.0,21.0,21,25,1.0,50.98,16,False,False,False,False,0,0
2113,0,8,1.0,0,3,1,15.0,56.0,56,56,2.0,69.885,26,False,False,False,False,0,0
2115,0,6,0.0,1,1,1,0.0,43.0,43,43,2.0,17.5,12,False,False,False,False,0,0
2116,0,10,1.0,0,3,0,12.0,11.0,11,12,3.0,45.0,8,False,False,False,False,0,0
2117,0,8,0.0,1,3,0,0.0,68.0,68,68,4.0,49.805,4,False,False,False,False,1,0
2118,0,6,1.0,1,3,1,23.0,15.0,15,16,1.0,50.0,3,False,False,False,False,0,0
2119,0,8,1.0,1,3,1,19.0,61.0,61,61,1.0,59.0,3,False,False,False,False,0,0
2120,0,4,0.0,0,4,1,0.0,12.0,16,16,1.0,40.0,3,False,False,False,False,0,0
2121,0,6,0.0,1,1,1,0.0,3.0,3,3,1.0,10.0,6,False,False,False,False,0,0
2122,0,5,1.0,1,3,0,10.0,17.0,24,24,1.0,27.36,15,False,False,False,False,0,0
2123,0,0,1.0,1,3,0,0.0,33.0,33,33,3.0,32.08,67,False,False,False,False,1,0
2124,0,5,1.0,1,3,0,0.0,53.0,53,53,2.0,52.685,20,False,False,False,False,0,0
2125,0,5,1.0,1,3,0,0.0,68.0,68,68,4.0,555.56,0,False,False,False,False,0,0
2126,0,11,1.0,1,3,1,0.0,18.0,18,18,4.0,37.655,3,False,False,False,False,0,0
2127,0,6,1.0,0,1,1,69.0,94.0,94,175,1.0,224.61,3,False,False,False,False,0,0
2128,0,5,0.0,1,3,0,14.0,21.0,21,21,1.0,22.51,71,False,False,False,False,0,0
2129,1,6,0.0,1,1,1,0.0,5.0,5,5,2.0,162.5,2,False,False,False,False,0,0
2130,0,11,0.0,0,4,1,0.0,84.0,87,87,3.0,36.0,135,False,False,False,False,1,0
2131,0,11,1.0,1,3,0,11.0,40.0,43,43,2.0,2.5,24,False,False,False,False,0,0
2132,0,0,0.0,1,3,1,0.0,34.0,34,34,1.0,17.91,77,False,False,False,False,1,0
2133,0,4,0.0,1,3,1,0.0,35.0,35,35,1.0,10.0,60,False,False,False,False,0,0
2134,0,11,0.0,1,1,1,5.0,27.0,286,286,2.0,64.21,77,False,False,False,False,0,0
2136,1,5,0.0,1,1,1,0.0,7.0,7,7,2.0,390.0,1,False,False,False,False,0,0
2137,0,4,0.0,1,1,1,7.0,48.0,48,48,1.0,50.0,7,False,False,False,False,1,0
2138,1,5,0.0,1,1,1,0.0,6.0,6,7,1.0,299.0,2,False,False,False,False,0,0
2139,0,10,1.0,0,3,1,71.0,25.0,47,47,10.0,0.0,783,False,False,False,False,1,0
2140,1,8,0.0,0,1,0,0.0,8.0,8,8,1.0,8.46,1,False,False,False,False,0,0
2141,0,5,0.0,1,3,1,0.0,20.0,21,21,1.0,14.0,2,False,False,False,False,0,0
2142,0,11,1.0,1,3,0,15.0,46.0,46,47,2.0,16.895,49,False,False,False,False,0,0
2143,0,12,1.0,1,3,1,0.0,12.0,12,12,3.0,0.0,87,False,False,False,False,0,0
2144,0,0,1.0,0,3,0,0.0,67.0,67,68,4.0,5.845,1315,False,False,False,False,0,0
2146,0,0,1.0,0,3,1,0.0,87.0,130,134,2.0,60.435,101,False,False,False,False,1,0
2147,0,0,0.0,1,4,1,28.0,26.0,26,26,1.0,25.0,74,False,False,False,False,0,0
2148,0,10,1.0,0,3,1,0.0,38.0,38,40,2.0,20.0,2,False,False,False,False,1,0
2149,0,8,1.0,1,4,1,16.0,27.0,27,27,1.0,25.0,21,False,False,False,False,0,0
2150,0,6,1.0,1,4,1,16.0,162.0,162,162,1.0,36.81,14,False,False,False,False,0,0
2151,0,5,1.0,1,1,1,23.0,18.0,18,18,4.0,55.705,60,False,False,False,False,0,0
2152,0,0,1.0,0,3,1,0.0,20.0,23,23,2.0,87.835,130,False,False,False,False,0,0
2153,0,8,1.0,1,1,1,36.0,73.0,89,90,1.0,1574.0,1,False,False,False,False,0,0
2154,0,6,1.0,1,3,1,19.0,59.0,61,61,6.0,76.71,94,False,False,False,False,0,0
2155,0,8,1.0,1,3,0,0.0,64.0,64,64,1.0,63.87,8,False,False,False,False,0,0
2156,0,5,0.0,1,4,1,14.0,54.0,54,54,1.0,5.0,17,False,False,False,False,0,0
2157,0,8,0.0,1,3,1,35.0,12.0,21,21,1.0,5.0,25,False,False,False,False,0,0
2158,0,6,0.0,1,3,1,18.0,46.0,46,46,5.0,0.0,47,False,False,False,False,0,0
2159,0,8,1.0,1,3,1,0.0,83.0,83,84,1.0,20.0,11,False,False,False,False,1,0
2160,0,5,0.0,1,4,1,0.0,10.0,10,11,1.0,7.0,2,False,False,False,False,0,0
2161,0,11,0.0,1,3,1,14.0,64.0,64,65,1.0,150.0,28,False,False,False,False,0,0
2162,0,0,1.0,1,3,1,11.0,61.0,61,62,5.0,51.26,625,False,False,False,False,0,0
2163,0,12,1.0,1,3,1,0.0,73.0,73,75,3.0,8.75,229,False,False,False,False,0,0
2164,0,8,1.0,1,3,0,12.0,41.0,41,41,2.0,32.5,44,False,False,False,False,0,0
2165,0,8,0.0,1,4,1,0.0,62.0,62,63,2.0,352.03,9,False,False,False,False,0,0
2166,0,0,0.0,0,5,1,0.0,1.0,1,1,1.0,240.0,1,False,False,False,False,0,0
2167,0,8,1.0,1,3,1,10.0,35.0,72,72,2.0,15.0,77,False,False,False,False,1,0
2168,1,11,0.0,1,1,1,0.0,1.0,1,1,4.0,175.0,7,False,False,False,False,0,0
2170,0,0,1.0,0,1,0,0.0,71.0,71,71,2.0,12.5,27,False,False,False,False,1,0
2171,0,5,0.0,1,1,1,13.0,138.0,138,139,1.0,122.2,1,False,False,False,False,0,0
2172,0,5,0.0,1,3,1,0.0,4.0,4,4,11.0,10.0,4,False,False,False,False,0,0
2173,0,5,0.0,1,3,1,0.0,57.0,57,57,3.0,85.0,431,False,False,False,False,0,0
2174,1,5,0.0,1,1,1,0.0,1.0,1,0,1.0,200.0,0,False,False,False,False,0,0
2175,0,5,1.0,1,3,1,0.0,95.0,114,114,2.0,68.935,30,False,False,False,False,1,0
2176,0,6,1.0,1,4,1,12.0,35.0,35,34,2.0,48.7,162,False,False,False,False,0,0
2177,0,9,1.0,1,3,1,0.0,66.0,66,66,4.0,234.53,17,False,False,False,False,0,0
2178,0,8,1.0,1,3,1,13.0,471.0,471,471,1.0,88.65,2,False,False,False,False,0,0
2179,0,8,1.0,1,3,1,0.0,121.0,141,141,3.0,470.2,25,False,False,False,False,0,0
2180,0,6,1.0,0,3,1,17.0,40.0,40,40,1.0,80.0,7,False,False,False,False,1,0
2181,0,11,0.0,1,3,1,16.0,24.0,24,24,1.0,27.36,17,False,False,False,False,0,0
2182,0,0,1.0,0,3,1,0.0,14.0,14,14,1.0,65.0,21,False,False,False,False,0,0
2183,0,10,1.0,1,3,0,14.0,18.0,18,18,4.0,17.5,69,False,False,False,False,0,0
2184,0,8,1.0,1,4,1,0.0,72.0,72,74,2.0,286.385,47,False,False,False,False,0,0
2185,0,8,0.0,1,3,0,12.0,22.0,23,23,3.0,20.0,31,False,False,False,False,0,0
2186,0,5,0.0,1,4,1,13.0,74.0,74,75,1.0,137.19,3,False,False,False,False,0,0
2187,0,6,1.0,1,4,1,17.0,66.0,66,66,3.0,0.0,164,False,False,False,False,1,0
2188,0,11,1.0,1,3,1,0.0,63.0,63,63,4.0,116.51,317,False,False,False,False,0,0
2189,0,5,0.0,1,3,0,18.0,64.0,64,64,1.0,22.0,1,False,False,False,False,0,0
2190,0,8,0.0,1,1,1,0.0,117.0,117,117,1.0,32.25,16,False,False,False,False,0,0
2191,0,8,3.0,1,4,1,8.0,40.0,49,49,2.0,99.0,12,False,False,False,False,0,0
2192,0,8,1.0,1,4,1,16.0,34.0,34,34,1.0,25.0,21,False,False,False,False,0,0
2193,0,5,3.0,1,4,1,0.0,39.0,53,54,3.0,20.0,38,False,False,False,False,0,0
2194,0,5,1.0,1,3,1,0.0,125.0,125,126,2.0,46.35,11,False,False,False,False,0,0
2195,0,11,0.0,0,4,1,0.0,81.0,81,82,3.0,3.73,74,False,False,False,False,0,0
2196,0,11,0.0,1,3,1,0.0,80.0,80,82,1.0,51.32,44,False,False,False,False,0,0
2197,0,8,0.0,1,4,1,0.0,1.0,1,1,1.0,20.0,71,False,False,False,False,0,0
2199,0,11,0.0,0,1,1,0.0,21.0,21,21,4.0,0.0,25,False,False,False,False,0,0
2200,0,5,0.0,1,3,1,0.0,30.0,30,30,1.0,10.29,415,False,False,False,False,0,0
2201,0,11,0.0,1,1,1,0.0,66.0,87,87,4.0,70.0,5,False,False,False,False,0,0
2202,1,0,0.0,1,1,0,0.0,1.0,1,4,2.0,9.075,0,False,False,False,False,0,1
2203,0,0,1.0,1,3,1,20.0,70.0,70,71,1.0,41.65,12,False,False,False,False,0,0
2204,1,11,0.0,1,1,0,0.0,4.0,4,5,1.0,55.0,0,False,False,False,False,0,0
2205,0,8,0.0,1,4,1,50.0,56.0,56,57,1.0,60.45,4,False,False,False,False,0,0
2206,0,8,1.0,1,3,1,0.0,18.0,18,20,2.0,27.5,107,False,False,False,False,0,0
2207,1,5,0.0,1,1,0,0.0,6.0,6,36,1.0,99.0,0,False,False,False,False,0,0
2208,0,8,0.0,1,1,1,0.0,0.0,0,4,3.0,84.06,4,False,False,False,False,0,0
2209,0,6,1.0,1,3,1,0.0,33.0,33,33,3.0,15.0,141,False,False,False,False,1,0
2210,1,6,0.0,1,1,0,0.0,4.0,4,4,1.0,300.0,0,False,False,False,False,0,0
2211,1,5,0.0,1,3,0,0.0,1.0,1,1,1.0,235.26,0,False,False,False,False,0,0
2212,0,11,0.0,1,4,1,0.0,30.0,33,33,5.0,20.0,36,False,False,False,False,0,0
2213,0,8,0.0,1,3,1,0.0,24.0,24,24,1.0,12.0,42,False,False,False,False,0,0
2214,0,6,0.0,1,3,1,0.0,7.0,11,12,5.0,27.36,1,False,False,False,False,0,0
2215,0,11,0.0,1,4,1,7.0,25.0,31,41,2.0,2.68,7,False,False,False,False,0,0
2216,0,5,0.0,1,1,1,35.0,26.0,45,45,1.0,8.54,22,False,False,False,False,0,0
2217,0,8,1.0,1,3,1,51.0,116.0,116,117,3.0,2075.55,2,False,False,False,False,0,0
2218,0,10,1.0,0,3,1,12.0,27.0,27,27,2.0,64.34,31,False,False,False,False,0,0
2219,0,0,1.0,1,4,1,0.0,22.0,23,23,3.0,366.4,4,False,False,False,False,0,0
2220,0,8,1.0,1,4,1,0.0,27.0,27,28,1.0,10.08,25,False,False,False,False,0,0
2221,0,5,0.0,1,1,1,38.0,10.0,47,47,1.0,35.0,13,False,False,False,False,0,0
2222,0,0,0.0,1,1,1,21.0,37.0,37,38,1.0,8.46,1,False,False,False,False,0,0
2223,0,8,0.0,1,3,1,12.0,26.0,26,27,1.0,32.08,10,False,False,False,False,1,0
2225,0,0,0.0,1,4,0,15.0,1.0,1,0,1.0,0.0,1,False,False,False,False,0,0
2226,0,6,0.0,0,1,0,44.0,29.0,65,65,1.0,6.57,33,False,False,False,False,0,0
2227,0,8,0.0,1,4,1,0.0,30.0,30,31,1.0,200.0,1,False,False,False,False,0,0
2228,0,4,0.0,1,3,1,10.0,113.0,113,113,1.0,8.46,30,False,False,False,False,0,0
2229,0,8,0.0,1,3,1,0.0,10.0,10,10,2.0,221.8,4,False,False,False,False,0,0
2230,0,5,0.0,1,4,1,0.0,34.0,34,34,1.0,5.0,28,False,False,False,False,0,0
2231,0,11,1.0,1,3,1,0.0,38.0,65,66,5.0,41.31,255,False,False,False,False,0,0
2232,0,8,1.0,1,3,1,12.0,58.0,58,58,2.0,55.71,69,False,False,False,False,0,0
2233,1,0,0.0,1,1,0,0.0,0.0,0,0,1.0,0.0,0,False,False,False,False,0,0
2234,0,11,1.0,1,3,1,23.0,21.0,21,21,5.0,12.0,41,False,False,False,False,0,0
2235,0,6,0.0,0,3,0,0.0,127.0,128,130,1.0,183.28,12,False,False,False,False,1,0
2236,0,11,0.0,1,3,1,21.0,17.0,18,18,2.0,5.0,1629,False,False,False,False,0,0
2237,0,6,1.0,1,3,1,13.0,21.0,21,22,2.0,4.23,3,False,False,False,False,0,0
2238,1,8,1.0,1,4,0,0.0,2.0,2,3,1.0,100.0,0,False,False,False,False,0,0
2239,0,5,0.0,1,3,1,0.0,12.0,12,12,2.0,20.0,6,False,False,False,False,0,0
2240,0,6,1.0,1,3,1,0.0,25.0,28,29,2.0,11.555,2,False,False,False,False,0,0
2241,0,11,1.0,1,3,1,12.0,25.0,25,25,3.0,0.0,64,False,False,False,False,0,0
2242,0,5,1.0,1,4,0,0.0,37.0,37,37,4.0,46.505,65,False,False,False,False,0,0
2243,0,5,0.0,1,1,1,0.0,16.0,16,16,2.0,15.75,24,False,False,False,False,0,0
2244,0,5,0.0,1,1,1,7.0,180.0,180,180,4.0,13.5,82,False,False,False,False,0,0
2245,0,8,0.0,1,1,1,48.0,15.0,16,16,1.0,8.75,3,False,False,False,False,0,0
2246,0,5,0.0,1,1,1,0.0,6.0,6,7,1.0,34.99,2,False,False,False,False,0,0
2247,0,5,0.0,0,1,1,0.0,28.0,28,29,2.0,22.51,312,False,False,False,False,0,0
2248,0,0,0.0,1,3,1,40.0,83.0,104,105,4.0,2.475,62,False,False,False,False,0,0
2249,0,11,0.0,1,3,0,16.0,32.0,40,40,2.0,15.635,115,False,False,False,False,1,0
2251,0,11,0.0,1,4,1,0.0,23.0,23,23,1.0,5.0,3,False,False,False,False,1,0
2252,0,8,1.0,1,3,1,0.0,16.0,16,17,4.0,8.955,24,False,False,False,False,0,0
2253,0,13,0.0,1,3,1,14.0,1.0,1,1,6.0,30.25,7,False,False,False,False,0,0
2254,0,8,1.0,1,3,1,8.0,27.0,35,35,4.0,41.535,215,False,False,False,False,0,0
2255,1,0,0.0,1,1,1,0.0,6.0,6,6,2.0,95.0,0,False,False,False,False,0,1
2256,0,6,0.0,1,4,0,0.0,10.0,13,13,1.0,10.35,4,False,False,False,False,0,0
2257,1,5,0.0,0,1,1,0.0,17.0,19,19,3.0,280.0,0,False,False,False,False,0,0
2258,0,11,1.0,1,3,1,8.0,162.0,162,163,4.0,32.5,653,False,False,False,False,1,0
2259,0,4,0.0,1,3,1,13.0,31.0,31,31,1.0,50.98,11,False,False,False,False,1,0
2260,0,8,1.0,1,3,1,0.0,21.0,22,22,2.0,29.885,19,False,False,False,False,0,0
2261,1,6,0.0,1,1,1,0.0,41.0,41,41,999.0,999.0,0,False,False,True,True,0,1
2262,0,8,3.0,1,4,1,20.0,123.0,123,124,1.0,960.05,9,False,False,False,False,0,0
2263,0,6,1.0,1,3,1,0.0,54.0,54,173,3.0,8.41,1,False,False,False,False,0,0
2264,1,5,0.0,0,1,1,0.0,1.0,1,4,1.0,143.0,0,False,False,False,False,0,0
2265,0,8,0.0,1,3,1,21.0,32.0,32,32,1.0,35.0,13,False,False,False,False,0,0
2266,1,8,0.0,1,1,1,0.0,4.0,4,5,1.0,121.0,0,False,False,False,False,0,0
2267,0,11,0.0,1,3,1,25.0,83.0,83,83,2.0,22.5,57,False,False,False,False,0,0
2268,0,5,0.0,1,1,1,0.0,13.0,13,13,1.0,10.0,8,False,False,False,False,0,0
2269,0,0,1.0,0,3,1,15.0,24.0,24,24,2.0,57.595,44,False,False,False,False,1,0
2270,0,0,1.0,1,3,1,55.0,100.0,100,101,2.0,65.15,15,False,False,False,False,0,0
2271,0,0,1.0,1,4,1,0.0,51.0,51,54,2.0,46.28,38,False,False,False,False,1,0
2272,1,0,0.0,1,3,1,0.0,9.0,9,40,1.0,380.0,0,False,False,False,False,0,1
2273,0,4,0.0,1,3,1,20.0,99.0,99,99,1.0,30.0,12,False,False,False,False,0,0
2274,0,11,0.0,1,3,0,0.0,40.0,40,41,1.0,299.5,19,False,False,False,False,0,0
2275,0,8,0.0,1,3,1,0.0,42.0,50,50,1.0,695.0,2,False,False,False,False,0,0
2276,0,5,0.0,1,1,1,49.0,27.0,27,27,1.0,16.0,12,False,False,False,False,0,0
2278,0,5,0.0,1,3,1,13.0,8.0,8,8,4.0,30.0,1,False,False,False,False,0,0
2279,0,8,1.0,1,4,1,0.0,91.0,91,92,3.0,1251.05,24,False,False,False,False,0,0
2280,0,12,0.0,1,1,0,7.0,66.0,66,67,1.0,20.0,95,False,False,False,False,0,0
2281,0,8,0.0,0,4,0,0.0,22.0,22,23,1.0,91.85,2,False,False,False,False,0,0
2282,0,0,0.0,1,4,0,0.0,53.0,53,54,1.0,10.0,8,False,False,False,False,0,0
2283,0,5,1.0,1,3,1,18.0,13.0,13,13,1.0,25.0,145,False,False,False,False,0,0
2285,1,0,0.0,1,1,1,23.0,2.0,2,2,3.0,250.0,0,False,False,False,False,0,1
2286,0,0,0.0,1,4,1,19.0,6.0,8,8,2.0,4.23,57,False,False,False,False,0,0
2287,0,8,0.0,0,3,1,8.0,55.0,55,56,2.0,85.0,16,False,False,False,False,0,0
2288,0,5,0.0,1,1,1,23.0,5.0,30,57,1.0,84.06,5,False,False,False,False,0,0
2289,0,11,0.0,1,3,1,15.0,9.0,9,9,1.0,20.0,2,False,False,False,False,0,0
2290,0,12,0.0,1,3,1,0.0,75.0,104,104,2.0,15.0,166,False,False,False,False,0,0
2291,0,0,1.0,1,4,1,0.0,23.0,24,24,1.0,121.86,25,False,False,False,False,0,0
2292,0,11,0.0,1,4,1,0.0,37.0,37,38,1.0,46.26,13,False,False,False,False,0,0
2293,0,11,0.0,1,3,1,16.0,73.0,73,73,1.0,30.0,12,False,False,False,False,1,0
2294,1,0,1.0,1,1,0,0.0,22.0,22,22,2.0,125.0,0,False,False,False,False,0,0
2295,0,11,1.0,1,4,1,0.0,66.0,66,66,1.0,713.8,14,False,False,False,False,0,0
2296,0,8,0.0,1,3,1,0.0,28.0,28,28,2.0,6.7,3,False,False,False,False,0,0
2297,0,11,0.0,1,3,0,0.0,55.0,55,56,1.0,29.67,101,False,False,False,False,0,0
2298,0,8,0.0,1,4,1,17.0,24.0,24,24,3.0,74.55,1,False,False,False,False,0,0
2299,0,8,0.0,1,4,1,17.0,31.0,31,31,3.0,74.55,2,False,False,False,False,0,0
2300,0,5,0.0,1,1,1,11.0,74.0,79,79,1.0,27.37,5,False,False,False,False,0,0
2301,0,8,0.0,1,4,1,0.0,64.0,64,64,4.0,0.0,123,False,False,False,False,0,0
2302,0,6,0.0,1,1,1,15.0,16.0,27,27,9.0,5.82,32,False,False,False,False,0,0
2303,0,6,3.0,0,3,1,21.0,21.0,21,21,3.0,0.0,11,False,False,False,False,0,0
2304,0,6,0.0,1,1,1,0.0,47.0,47,48,1.0,22.85,131,False,False,False,False,0,0
2305,0,11,1.0,0,3,1,0.0,88.0,88,89,5.0,205.21,51,False,False,False,False,0,0
2306,0,0,0.0,1,5,1,0.0,121.0,121,122,1.0,85.0,4,False,False,False,False,0,0
2307,0,5,1.0,0,3,1,18.0,223.0,223,231,6.0,21.0,242,False,False,False,False,0,0
2308,0,6,0.0,1,1,0,16.0,101.0,101,102,2.0,22.5,0,False,False,False,False,0,0
2309,0,8,0.0,1,4,1,45.0,65.0,65,66,2.0,77.0,6,False,False,False,False,0,0
2311,0,10,1.0,1,3,1,14.0,34.0,34,34,2.0,14.155,5,False,False,False,False,0,0
2312,0,12,0.0,1,3,1,30.0,19.0,19,19,2.0,2.5,3,False,False,False,False,1,0
2313,0,5,1.0,1,4,1,0.0,97.0,97,97,2.0,79.335,44,False,False,False,False,0,0
2314,0,12,0.0,1,4,1,13.0,85.0,85,85,1.0,25.0,9,False,False,False,False,0,0
2315,0,10,0.0,1,3,1,0.0,17.0,17,17,4.0,17.5,39,False,False,False,False,1,0
2316,0,11,1.0,1,1,1,35.0,124.0,136,136,5.0,50.0,1,False,False,False,False,0,0
2317,0,11,0.0,1,1,1,61.0,31.0,31,31,1.0,35.0,12,False,False,False,False,0,0
2318,0,0,0.0,1,4,1,0.0,5.0,16,16,2.0,20.0,6,False,False,False,False,0,0
2319,0,8,0.0,1,4,0,17.0,47.0,59,59,2.0,20.0,5,False,False,False,False,1,0
2320,0,0,0.0,1,3,1,0.0,11.0,11,11,10.0,22.63,20,False,False,False,False,0,0
2321,0,0,1.0,1,4,1,0.0,65.0,65,65,1.0,41.53,60,False,False,False,False,0,0
2322,0,0,0.0,1,1,1,0.0,23.0,23,23,1.0,40.0,27,False,False,False,False,0,0
2323,0,5,0.0,1,3,1,0.0,38.0,38,38,1.0,20.0,50,False,False,False,False,0,0
2324,0,11,0.0,1,3,1,13.0,37.0,37,37,2.0,94.005,656,False,False,False,False,0,0
2325,0,8,0.0,1,1,1,29.0,51.0,51,51,1.0,78.91,24,False,False,False,False,0,0
2326,0,8,1.0,1,1,1,0.0,164.0,164,164,3.0,93.51,14,False,False,False,False,0,0
2327,0,0,0.0,1,1,1,0.0,23.0,23,23,2.0,1.635,4,False,False,False,False,0,0
2328,0,5,1.0,1,3,1,0.0,11.0,11,11,1.0,15.0,63,False,False,False,False,0,0
2329,0,11,0.0,1,1,1,0.0,62.0,64,64,2.0,0.0,21,False,False,False,False,1,0
2330,0,4,0.0,1,3,1,0.0,0.0,0,0,1.0,22.63,8,False,False,False,False,0,0
2331,0,11,0.0,1,1,1,21.0,102.0,102,102,1.0,10.0,4,False,False,False,False,0,0
2332,0,5,1.0,1,3,1,10.0,70.0,70,70,2.0,20.0,49,False,False,False,False,0,0
2333,0,8,1.0,1,3,1,0.0,19.0,19,19,2.0,10.82,3,False,False,False,False,1,0
2334,0,6,0.0,1,1,1,13.0,27.0,27,27,1.0,10.0,1,False,False,False,False,0,0
2335,0,6,1.0,1,1,1,0.0,55.0,55,55,2.0,62.5,8,False,False,False,False,0,0
2336,0,4,1.0,1,3,1,8.0,154.0,154,154,1.0,10.0,29,False,False,False,False,0,0
2337,0,11,1.0,1,3,1,0.0,148.0,149,149,20.0,0.0,70,False,False,False,False,0,0
2338,0,5,0.0,1,4,1,0.0,15.0,15,15,2.0,3.75,10,False,False,False,False,0,0
2339,0,8,1.0,1,4,1,16.0,44.0,44,44,2.0,60.435,1,False,False,False,False,0,0
2340,0,0,0.0,1,1,1,0.0,52.0,52,57,1.0,496.67,2,False,False,False,False,0,0
2341,0,6,0.0,1,3,1,14.0,98.0,98,98,1.0,26.69,14,False,False,False,False,0,0
2342,0,0,0.0,1,1,1,0.0,213.0,213,217,1.0,496.67,2,False,False,False,False,0,0
2343,0,4,0.0,1,3,1,0.0,2.0,2,2,3.0,55.71,22,False,False,False,False,0,0
2344,0,11,1.0,1,4,1,15.0,35.0,44,45,2.0,2.025,120,False,False,False,False,0,0
2345,0,0,0.0,1,1,1,0.0,8.0,67,68,4.0,5.0,46,False,False,False,False,0,0
2347,0,8,0.0,1,3,1,0.0,10.0,11,11,2.0,17.5,14,False,False,False,False,0,0
2348,0,8,0.0,1,3,0,0.0,289.0,289,289,1.0,46.26,96,False,False,False,False,0,0
2349,0,11,1.0,1,1,1,0.0,52.0,52,53,3.0,20.0,4,False,False,False,False,0,0
2350,0,0,0.0,1,1,1,0.0,56.0,56,56,1.0,22.63,5,False,False,False,False,0,0
2351,0,8,3.0,1,4,1,8.0,39.0,39,67,4.0,332.5,7,False,False,False,False,0,0
2352,0,0,0.0,0,1,1,0.0,44.0,45,48,1.0,149.65,19,False,False,False,False,0,0
2354,0,6,1.0,1,1,1,0.0,37.0,39,39,3.0,8.46,36,False,False,False,False,1,0
2355,1,0,0.0,1,3,0,0.0,3.0,3,4,2.0,5.5,0,False,False,False,False,0,0
2357,0,6,0.0,1,4,1,0.0,40.0,60,61,3.0,8.65,121,False,False,False,False,0,0
2358,0,0,1.0,0,3,0,9.0,42.0,42,42,4.0,16.04,22,False,False,False,False,1,0
2359,0,0,1.0,1,1,1,12.0,25.0,31,31,2.0,41.31,23,False,False,False,False,0,0
2360,0,8,0.0,1,4,1,12.0,63.0,63,63,4.0,37.5,2,False,False,False,False,0,0
2361,0,4,1.0,1,3,1,0.0,39.0,39,39,4.0,24.5,24,False,False,False,False,0,0
2362,0,8,1.0,1,1,1,0.0,139.0,139,139,2.0,2.5,7,False,False,False,False,1,0
2363,0,11,1.0,1,4,1,9.0,42.0,56,56,6.0,34.445,156,False,False,False,False,1,0
2364,0,0,0.0,1,1,1,0.0,65.0,65,65,2.0,20.625,12,False,False,False,False,0,0
2365,0,6,0.0,1,4,1,0.0,30.0,30,30,3.0,25.0,7,False,False,False,False,0,0
2366,0,0,0.0,1,1,1,12.0,104.0,104,104,1.0,4.21,10,False,False,False,False,1,0
2367,0,5,3.0,1,1,1,19.0,35.0,35,36,2.0,5.0,18,False,False,False,False,1,0
2368,0,0,0.0,1,1,1,0.0,34.0,34,34,5.0,25.0,319,False,False,False,False,0,0
2369,0,13,0.0,1,1,1,19.0,22.0,23,23,2.0,12.5,184,False,False,False,False,1,0
2370,0,8,1.0,1,4,1,53.0,15.0,16,16,7.0,102.96,22,False,False,False,False,0,0
2371,0,8,0.0,1,3,1,22.0,23.0,26,26,6.0,2.5,63,False,False,False,False,0,0
2372,0,5,1.0,1,3,1,81.0,28.0,33,33,1.0,25.0,140,False,False,False,False,0,0
2373,0,6,0.0,0,3,1,0.0,19.0,23,53,2.0,872.85,1,False,False,False,False,0,0
2374,0,11,0.0,1,4,1,18.0,40.0,40,40,2.0,3.5,2,False,False,False,False,0,0
2375,0,0,1.0,1,4,1,0.0,118.0,118,118,1.0,35.0,8,False,False,False,False,0,0
2376,0,12,0.0,0,1,1,0.0,21.0,21,21,2.0,33.25,2,False,False,False,False,0,0
2377,0,8,0.0,1,4,1,0.0,32.0,32,32,1.0,50.0,2,False,False,False,False,0,0
